References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"send one hundred rupees to my mother ,send 100 rupees to my mother","send 100 rupees to my mother,send 100 rupees to my mother",send one hundred rupees to my mother,send 100 rupees to my mother,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'mother'}], 'text': 'send 100 rupees to my mother'}",send 100 rupees to my mother,send 100 rupees to my mother,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'mother'}], 'text': 'send 100 rupees to my mother'}",send 100 rupees to my mother,send 100 rupees to my mother,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'mother'}], 'text': 'send 100 rupees to my mother'}",https://storage.googleapis.com/slang-audio-test-data/audio/27f58f21-03c6-4439-93b7-e48636382cce.wav
"transaction history ,transaction history","transaction history,transaction history",transaction history,transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'transaction history'}",transaction history,transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'transaction history'}",transaction history,transaction history,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'transaction history'}",https://storage.googleapis.com/slang-audio-test-data/audio/28c82b6f-d940-4e94-bb8b-6a17ea9efbe8.wav
"approve payment for television ,approve payment for television","approve payment for television,approve payment for television",approve payment for television,approve payment for television,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve payment for television'}",approve payment for television,approve payment for television,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve payment for television'}",approve payment for television,approve payment for television,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'payments'}], 'text': 'approve payment for television'}",https://storage.googleapis.com/slang-audio-test-data/audio/31c223ab-761b-4a25-8288-d8f46ca7849f.wav
"five five four one account balance tell me ,5541 account balance tell me","5541 account balance tell me,5541 account balance tell me",five five four one account balance tell me,5541 account balance tell me,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '5541 account balance tell me'}",5541 account balance tell me,5541 account balance tell me,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '5541 account balance tell me'}",5541 account balance tell me,5541 account balance tell me,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': '5541 account balance tell me'}",https://storage.googleapis.com/slang-audio-test-data/audio/32c622a9-3d7b-452f-ad40-e69e99c98842.wav
"send two hundred to abhay for badminton game,send 200 to abhay for badminton game","send 200 to abhay for badminton game,send 200 to abhay for badminton game",send two hundred to a bey for baddinton game,send 200 to a bey for baddinton game,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': 'send 200 to a bey for baddinton game'}",send 200 to Abhay for badminton game,send 200 to abhay for badminton game,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'abhay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': 'send 200 to abhay for badminton game'}",send 200 to Abhay for badminton game,send 200 to abhay for badminton game,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'abhay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '200.0'}}], 'text': 'send 200 to abhay for badminton game'}",https://storage.googleapis.com/slang-audio-test-data/audio/33c33756-170d-49bb-99c2-cb4c98acc18f.wav
"show me all the active ipos,show me all the active ipos","show me all the active ipos,show me all the active ipos",show me all the active ipos,show me all the active ipos,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me all the active ipos'}",show me all the active IPS,show me all the active ips,0.16666666666666666,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me all the active ips'}",show me all the active IPS,show me all the active ips,0.16666666666666666,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me all the active ips'}",https://storage.googleapis.com/slang-audio-test-data/audio/35c3ae2b-d0e2-4e82-afa6-2977af133597.wav
"open QR code scanner ,open q r code scanner ,open qr code scanner,open q r code scanner","open qr code scanner,open q r code scanner,open qr code scanner,open q r code scanner",open qure cote scanner ,open qure cote scanner,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan', 'payments_name': 'open qure cote'}], 'text': 'open qure cote scanner'}",open QR code scanner,open qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'open qr code scanner'}",open QR code scanner,open qr code scanner,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'open qr code scanner'}",https://storage.googleapis.com/slang-audio-test-data/audio/36a83333-61cd-40a3-8c92-dfeade9d4655.wav
"please open a QR to receive five hundred from the amritanshu bhaiya ,please open a q r to receive five hundred from the amritanshu bhaiya ,please open a qr to receive 500 from the amritanshu bhaiya,please open a q r to receive 500 from the amritanshu bhaiya","please open a qr to receive 500 from the amritanshu bhaiya,please open a q r to receive 500 from the amritanshu bhaiya,please open a qr to receive 500 from the amritanshu bhaiya,please open a q r to receive 500 from the amritanshu bhaiya",please open a qa scanner to receive five hundred rupees from amiltan subaya,please open a qa scanner to receive 500 rupees from amiltan subaya,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open a qa scanner to receive 500 rupees from amiltan subaya'}",please open a QR scanner to receive 500 rupees from amitanshu bhaiya,please open a qr scanner to receive 500 rupees from amitanshu bhaiya,0.36363636363636365,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open a qr scanner to receive 500 rupees from amitanshu bhaiya'}",please open a QR scanner to receive 500 rupees from amitanshu bhaiya,please open a qr scanner to receive 500 rupees from amitanshu bhaiya,0.36363636363636365,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open a qr scanner to receive 500 rupees from amitanshu bhaiya'}",https://storage.googleapis.com/slang-audio-test-data/audio/38b4295b-664b-4db0-8b22-0fff3fd1a3ad.wav
"how many request do you have can you approve second one,how many request do you have can you approve second 1","how many request do you have can you approve second 1,how many request do you have can you approve second 1",how many requests do you have can you approve the second one,how many requests do you have can you approve the second 1,0.18181818181818182,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1.0'}}], 'text': 'how many requests do you have can you approve the second 1'}",how many request you have can you approve the second one,how many request you have can you approve the second 1,0.18181818181818182,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1.0'}}], 'text': 'how many request you have can you approve the second 1'}",how many request you have can you approve the second one,how many request you have can you approve the second 1,0.18181818181818182,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1.0'}}], 'text': 'how many request you have can you approve the second 1'}",https://storage.googleapis.com/slang-audio-test-data/audio/40ac55ad-2ee6-4fbb-a5c4-a30eab43fa1e.wav
"show my savings account balance ,show my savings account balance","show my savings account balance,show my savings account balance",show my savings account balance ajka,show my savings account balance ajka,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my savings account balance ajka'}",show my savings account balance at,show my savings account balance at,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my savings account balance at'}",show my savings account balance at,show my savings account balance at,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'show my savings account balance at'}",https://storage.googleapis.com/slang-audio-test-data/audio/043eee2e-f39c-45d7-9aec-80632ffda13d.wav
"send thousand rupees to pandey satya prakash,send 1000 rupees to pandey satya prakash","send 1000 rupees to pandey satya prakash,send 1000 rupees to pandey satya prakash",send thousand rupees to pande sata prakaesh,send 1000 rupees to pande sata prakaesh,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '1000.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 1000 rupees to pande sata prakaesh'}",10000 rupees to Pande Satya Prakash,10000 rupees to pande satya prakash,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10000.0'}, 'payments_name': 'satya prakash', 'payments_transaction_action': 'send'}], 'text': '10000 rupees to pande satya prakash'}",10000 rupees to Pande Satya Prakash,10000 rupees to pande satya prakash,0.42857142857142855,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '10000.0'}, 'payments_name': 'satya prakash', 'payments_transaction_action': 'send'}], 'text': '10000 rupees to pande satya prakash'}",https://storage.googleapis.com/slang-audio-test-data/audio/47a14643-6cbc-49dc-a3ff-5f38af450f0c.wav
"send three hundred to ajay ,send 300 to ajay","send 300 to ajay,send 300 to ajay",send three hundred to a j,send 300 to a j,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '300.0'}}], 'text': 'send 300 to a j'}",send 302 Ajay,send 302 ajay,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'ajay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '302.0'}}], 'text': 'send 302 ajay'}",send 302 Ajay,send 302 ajay,0.5,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'ajay', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '302.0'}}], 'text': 'send 302 ajay'}",https://storage.googleapis.com/slang-audio-test-data/audio/50a8cc03-a75a-4c1d-8005-8f2119bf1530.wav
"i would like to donate twenty lakhs to world wildlife fund ,i would like to donate 2000000 to world wildlife fund","i would like to donate 2000000 to world wildlife fund,i would like to donate 2000000 to world wildlife fund",i would like to donate twenty lakhs to world wildlife fund,i would like to donate 2000000 to world wildlife fund,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'i would like to donate 2000000 to world wildlife fund'}",I'd like to donate 2000000 to World Wildlife Fund,i'd like to donate 2000000 to world wildlife fund,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2000000.0'}}], 'text': ""i'd like to donate 2000000 to world wildlife fund""}",I'd like to donate 2000000 to World Wildlife Fund,i'd like to donate 2000000 to world wildlife fund,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2000000.0'}}], 'text': ""i'd like to donate 2000000 to world wildlife fund""}",https://storage.googleapis.com/slang-audio-test-data/audio/55d01a3a-ddd4-45f8-a7db-dcd5e345b048.wav
"share twenty thousand dollars to red cross,share 20000 dollars to red cross","share 20000 dollars to red cross,share 20000 dollars to red cross",share twenty thousand dollars to red cross,share 20000 dollars to red cross,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'USD', 'std_money_amount': '20000.0'}, 'payments_transaction_action': 'send'}], 'text': 'share 20000 dollars to red cross'}",Shark $20000 to Red Cross,shark 20000 to red cross,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'shark 20000 to red cross'}",Shark $20000 to Red Cross,shark 20000 to red cross,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'shark 20000 to red cross'}",https://storage.googleapis.com/slang-audio-test-data/audio/57cddeff-cd7c-4896-9688-1a5a1068ebcb.wav
